Name,Year,Rating,Date,username
Lilo & Stitch,2002.0,1.0,2022-08-18,fat_capybara
"As Above, So Below",2014.0,0.3333333333333333,2022-08-23,fat_capybara
OPAL,2020.0,1.0,2022-08-26,fat_capybara
Sorry to Bother You,2018.0,0.6666666666666666,2022-08-27,fat_capybara
Inspector Gadget,1999.0,0.4444444444444444,2022-08-27,fat_capybara
Clue,1985.0,1.0,2022-08-27,fat_capybara
Don't Hug Me I'm Scared,2011.0,1.0,2022-08-28,fat_capybara
Don't Hug Me I'm Scared 2,2014.0,1.0,2022-08-28,fat_capybara
Don't Hug Me I'm Scared 3,2014.0,0.7777777777777778,2022-08-28,fat_capybara
Don't Hug Me I'm Scared 4,2015.0,0.7777777777777778,2022-08-28,fat_capybara
Don't Hug Me I'm Scared 5,2015.0,1.0,2022-08-28,fat_capybara
Don't Hug Me I'm Scared 6,2016.0,1.0,2022-08-28,fat_capybara
The Lego Movie,2014.0,0.7777777777777778,2022-08-28,fat_capybara
Twisted: The Untold Story of a Royal Vizier,2013.0,0.7777777777777778,2022-08-28,fat_capybara
The Dirt,2019.0,0.1111111111111111,2022-08-28,fat_capybara
Thor: Love and Thunder,2022.0,0.3333333333333333,2022-08-28,fat_capybara
Minions: The Rise of Gru,2022.0,0.5555555555555556,2022-08-28,fat_capybara
Valley of the Dead,2020.0,0.1111111111111111,2022-08-28,fat_capybara
Pacific Rim,2013.0,0.5555555555555556,2022-08-28,fat_capybara
Free Guy,2021.0,0.3333333333333333,2022-08-28,fat_capybara
Seven Pounds,2008.0,0.0,2022-08-28,fat_capybara
The King's Man,2021.0,0.1111111111111111,2022-08-28,fat_capybara
Shang-Chi and the Legend of the Ten Rings,2021.0,0.4444444444444444,2022-08-28,fat_capybara
Eternals,2021.0,0.1111111111111111,2022-08-28,fat_capybara
The Fundamentals of Caring,2016.0,0.5555555555555556,2022-08-28,fat_capybara
Last Night in Soho,2021.0,0.4444444444444444,2022-08-28,fat_capybara
Sundown: The Vampire in Retreat,1989.0,0.5555555555555556,2022-08-28,fat_capybara
Loki,2021.0,0.0,2022-08-28,fat_capybara
Wonder Woman,2017.0,0.1111111111111111,2022-08-28,fat_capybara
Star Wars: The Last Jedi,2017.0,0.1111111111111111,2022-08-28,fat_capybara
Choose or Die,2022.0,0.2222222222222222,2022-08-28,fat_capybara
The Final Girls,2015.0,0.3333333333333333,2022-08-28,fat_capybara
Ghostbusters: Afterlife,2021.0,0.3333333333333333,2022-08-28,fat_capybara
Silent Hill,2006.0,0.3333333333333333,2022-08-28,fat_capybara
Joker,2019.0,0.3333333333333333,2022-08-28,fat_capybara
Vivarium,2019.0,0.5555555555555556,2022-08-28,fat_capybara
Don't Look Up,2021.0,0.4444444444444444,2022-08-28,fat_capybara
Sweeney Todd: The Demon Barber of Fleet Street,2007.0,0.5555555555555556,2022-08-28,fat_capybara
R.I.P.D.,2013.0,0.6666666666666666,2022-08-28,fat_capybara
Chip 'n Dale: Rescue Rangers,2022.0,0.6666666666666666,2022-08-28,fat_capybara
Squid Game,2021.0,0.5555555555555556,2022-08-28,fat_capybara
Kick-Ass,2010.0,0.4444444444444444,2022-08-28,fat_capybara
Get Out,2017.0,0.6666666666666666,2022-08-28,fat_capybara
The Mask,1994.0,0.7777777777777778,2022-08-28,fat_capybara
The Perfection,2018.0,0.2222222222222222,2022-08-28,fat_capybara
Bad Teacher,2011.0,0.0,2022-08-28,fat_capybara
The Amazingly Aerodynamic Unleaded & Quadro-Cylindrical Fly-O-Mo Car™,2021.0,0.5555555555555556,2022-08-28,fat_capybara
Rob Cantor: Shia LaBeouf Live,2014.0,0.8888888888888888,2022-08-28,fat_capybara
Twins in Paradise,2020.0,0.6666666666666666,2022-08-28,fat_capybara
Tome of the Unknown,2013.0,0.6666666666666666,2022-08-28,fat_capybara
Good Omens,2019.0,0.7777777777777778,2022-08-31,fat_capybara
Scream 2,1997.0,0.7777777777777778,2022-09-11,fat_capybara
Scream 3,2000.0,0.4444444444444444,2022-09-11,fat_capybara
Do Revenge,2022.0,0.3333333333333333,2022-09-17,fat_capybara
Fresh,2022.0,0.7777777777777778,2022-09-18,fat_capybara
Fight Club,1999.0,0.6666666666666666,2022-09-25,fat_capybara
Smile,2022.0,0.6666666666666666,2022-10-09,fat_capybara
Don't Worry Darling,2022.0,0.2222222222222222,2022-10-09,fat_capybara
Sherlock: The Empty Hearse,2014.0,0.6666666666666666,2022-10-13,fat_capybara
Sherlock: A Study in Pink (Unaired Pilot),2011.0,0.7777777777777778,2022-10-13,fat_capybara
Sherlock: The Sign of Three,2014.0,0.6666666666666666,2022-10-17,fat_capybara
A Fish Called Wanda,1988.0,0.5555555555555556,2022-10-22,fat_capybara
The Crimson Permanent Assurance,1983.0,0.7777777777777778,2022-10-24,fat_capybara
Weird: The Al Yankovic Story,2022.0,0.6666666666666666,2022-11-09,fat_capybara
Barbarian,2022.0,0.6666666666666666,2022-11-12,fat_capybara
Pearl,2022.0,0.6666666666666666,2022-11-14,fat_capybara
Bound,1996.0,0.7777777777777778,2022-12-09,fat_capybara
The Outside,2022.0,0.7777777777777778,2022-12-12,fat_capybara
The Fifth Element,1997.0,0.6666666666666666,2022-12-18,fat_capybara
Freaky,2020.0,0.6666666666666666,2022-12-20,fat_capybara
The Menu,2022.0,1.0,2022-12-23,fat_capybara
Glass Onion,2022.0,0.6666666666666666,2022-12-25,fat_capybara
Knives Out,2019.0,0.5555555555555556,2022-12-25,fat_capybara
American Beauty,1999.0,0.6666666666666666,2022-12-26,fat_capybara
From Dusk Till Dawn,1996.0,0.5555555555555556,2022-12-26,fat_capybara
Scream 4,2011.0,0.3333333333333333,2023-01-04,fat_capybara
Scream,2022.0,0.5555555555555556,2023-01-04,fat_capybara
Interview with the Vampire,1994.0,0.7777777777777778,2023-01-06,fat_capybara
Bridget Jones's Diary,2001.0,0.7777777777777778,2023-01-14,fat_capybara
Three Thousand Years of Longing,2022.0,0.7777777777777778,2023-01-15,fat_capybara
Puss in Boots: The Last Wish,2022.0,1.0,2023-01-23,fat_capybara
House on Haunted Hill,1999.0,0.1111111111111111,2023-01-23,fat_capybara
Castle Freak,1995.0,0.6666666666666666,2023-01-23,fat_capybara
House of 1000 Corpses,2003.0,0.5555555555555556,2023-01-23,fat_capybara
Meet the Robinsons,2007.0,0.6666666666666666,2023-01-25,fat_capybara
M3GAN,2022.0,0.7777777777777778,2023-02-04,fat_capybara
The Commitments,1991.0,0.6666666666666666,2023-02-11,fat_capybara
The Host,2006.0,0.7777777777777778,2023-03-07,fat_capybara
Scream VI,2023.0,0.7777777777777778,2023-03-11,fat_capybara
The World's End,2013.0,0.8888888888888888,2023-03-12,fat_capybara
Skinamarink,2022.0,0.5555555555555556,2023-03-16,fat_capybara
"To Wong Foo, Thanks for Everything! Julie Newmar",1995.0,0.8888888888888888,2023-03-21,fat_capybara
Lake Mungo,2008.0,0.5555555555555556,2023-03-24,fat_capybara
Perfect Blue,1997.0,0.7777777777777778,2023-03-25,fat_capybara
Cruella,2021.0,0.4444444444444444,2023-03-26,fat_capybara
TÁR,2022.0,0.8888888888888888,2023-03-28,fat_capybara
The Backrooms (Found Footage),2022.0,1.0,2023-03-29,fat_capybara
Dungeons & Dragons: Honor Among Thieves,2023.0,0.6666666666666666,2023-04-01,fat_capybara
The Pope's Exorcist,2023.0,0.0,2023-04-08,fat_capybara
Beforel Orel: Trust,2012.0,1.0,2023-04-11,fat_capybara
The Nice Guys,2016.0,0.7777777777777778,2023-04-13,fat_capybara
The Mummy,1999.0,0.7777777777777778,2023-04-21,fat_capybara
Addams Family Values,1993.0,0.7777777777777778,2023-04-21,fat_capybara
The Addams Family,1991.0,0.7777777777777778,2023-04-21,fat_capybara
The Naked Gun: From the Files of Police Squad!,1988.0,0.5555555555555556,2023-04-30,fat_capybara
Evil Dead Rise,2023.0,0.7777777777777778,2023-05-01,fat_capybara
Spaced: Skip to the End,2004.0,0.8888888888888888,2023-05-05,fat_capybara
A Very Sunny Christmas,2009.0,1.0,2023-05-18,fat_capybara
Guardians of the Galaxy Vol. 3,2023.0,0.7777777777777778,2023-05-21,fat_capybara
Ace Ventura: Pet Detective,1994.0,0.4444444444444444,2023-05-25,fat_capybara
Strange Way of Life,2023.0,0.5555555555555556,2023-05-27,fat_capybara
Ready or Not,2019.0,0.7777777777777778,2023-05-27,fat_capybara
Spider-Man: Across the Spider-Verse,2023.0,1.0,2023-06-03,fat_capybara
The Full Monty,1997.0,0.6666666666666666,2023-06-04,fat_capybara
Monkeybone,2001.0,0.3333333333333333,2023-06-05,fat_capybara
Palm Springs,2020.0,0.7777777777777778,2023-06-06,fat_capybara
Black Mirror: Joan Is Awful,2023.0,0.2222222222222222,2023-06-18,fat_capybara
High School Musical 2,2007.0,0.7777777777777778,2023-06-20,fat_capybara
Barbie,2023.0,1.0,2023-07-22,fat_capybara
Triangle,2009.0,0.7777777777777778,2023-07-30,fat_capybara
Some Guy Who Kills People,2011.0,0.5555555555555556,2023-07-31,fat_capybara
V/H/S,2012.0,0.1111111111111111,2023-08-05,fat_capybara
Single White Female,1992.0,0.4444444444444444,2023-08-05,fat_capybara
They Cloned Tyrone,2023.0,0.6666666666666666,2023-08-05,fat_capybara
The Thing,1982.0,0.7777777777777778,2023-08-08,fat_capybara
Young Frankenstein,1974.0,0.7777777777777778,2023-08-11,fat_capybara
Dave Made a Maze,2017.0,0.6666666666666666,2023-08-13,fat_capybara
Hell House LLC,2015.0,0.6666666666666666,2023-08-13,fat_capybara
The Exorcist,1973.0,0.7777777777777778,2023-08-14,fat_capybara
The Silence of the Lambs,1991.0,0.8888888888888888,2023-08-16,fat_capybara
Delicatessen,1991.0,0.7777777777777778,2023-08-16,fat_capybara
Talk to Me,2022.0,0.5555555555555556,2023-08-18,fat_capybara
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023.0,0.7777777777777778,2023-09-09,fat_capybara
Election,1999.0,0.7777777777777778,2023-09-18,fat_capybara
Napoleon Dynamite,2004.0,1.0,2023-09-18,fat_capybara
The Producers,1967.0,0.5555555555555556,2023-09-25,fat_capybara
Black Swan,2010.0,0.4444444444444444,2023-09-25,fat_capybara
Sing Street,2016.0,1.0,2023-10-07,fat_capybara
The Swan,2023.0,0.7777777777777778,2023-10-08,fat_capybara
The Rat Catcher,2023.0,0.7777777777777778,2023-10-08,fat_capybara
The Wonderful Story of Henry Sugar,2023.0,0.8888888888888888,2023-10-09,fat_capybara
Raw,2016.0,1.0,2023-10-20,fat_capybara
Junior,2011.0,0.6666666666666666,2023-10-20,fat_capybara
Under Therapy,2023.0,0.5555555555555556,2023-10-22,fat_capybara
The Fall of the House of Usher,2023.0,0.7777777777777778,2023-11-02,fat_capybara
Five Nights at Freddy's,2023.0,1.0,2023-11-05,fat_capybara
Heathers: The Musical,2022.0,0.5555555555555556,2023-11-11,fat_capybara
Scott Pilgrim Takes Off,2023.0,0.7777777777777778,2023-11-20,fat_capybara
Thesis,1996.0,0.7777777777777778,2023-11-23,fat_capybara
Funny Games,1997.0,0.7777777777777778,2023-11-24,fat_capybara
Doctor Who: The Star Beast,2023.0,1.0,2023-11-27,fat_capybara
Doctor Who: Wild Blue Yonder,2023.0,0.8888888888888888,2023-12-08,fat_capybara
Doctor Who: The Giggle,2023.0,1.0,2023-12-10,fat_capybara
Dracula,1931.0,0.5555555555555556,2023-12-12,fat_capybara
Titane,2021.0,1.0,2023-12-18,fat_capybara
How the Grinch Stole Christmas,2000.0,0.7777777777777778,2023-12-31,fat_capybara
Bones and All,2022.0,0.7777777777777778,2024-01-01,fat_capybara
Oldboy,2003.0,0.6666666666666666,2024-01-01,fat_capybara
Doctor Who: The Church on Ruby Road,2023.0,0.8888888888888888,2024-01-01,fat_capybara
Little Women,1994.0,0.7777777777777778,2024-01-07,fat_capybara
Serial Mom,1994.0,0.7777777777777778,2024-01-09,fat_capybara
The Favourite,2018.0,1.0,2024-01-14,fat_capybara
How to Get Ahead in Advertising,1989.0,1.0,2024-01-15,fat_capybara
Parents,1989.0,0.7777777777777778,2024-01-15,fat_capybara
Hot Rod,2007.0,0.8888888888888888,2024-01-16,fat_capybara
Poor Things,2023.0,1.0,2024-01-27,fat_capybara
The Stuff,1985.0,0.5555555555555556,2024-01-31,fat_capybara
Galaxy Quest,1999.0,0.6666666666666666,2024-02-01,fat_capybara
The Voices,2014.0,0.6666666666666666,2024-02-04,fat_capybara
The Messiah,2023.0,1.0,2024-02-07,fat_capybara
The Holdovers,2023.0,0.8888888888888888,2024-02-10,fat_capybara
Spanish Affair,2014.0,0.4444444444444444,2024-02-11,fat_capybara
Ghostwatch,1992.0,0.6666666666666666,2024-02-28,fat_capybara
Eraserhead,1977.0,0.6666666666666666,2024-02-29,fat_capybara
Alien,1979.0,0.7777777777777778,2024-03-03,fat_capybara
Aftersun,2022.0,0.7777777777777778,2024-03-09,fat_capybara
Batman Forever,1995.0,0.5555555555555556,2024-03-12,fat_capybara
D.E.B.S.,2004.0,1.0,2024-03-27,fat_capybara
The Celluloid Closet,1995.0,0.7777777777777778,2024-03-27,fat_capybara
Pierrot le Fou,1965.0,0.7777777777777778,2024-04-07,fat_capybara
Grease,1978.0,0.7777777777777778,2024-05-07,fat_capybara
Lars and the Real Girl,2007.0,0.7777777777777778,2024-05-12,fat_capybara
Shaolin Soccer,2001.0,0.6666666666666666,2024-05-12,fat_capybara
Saw,2004.0,0.7777777777777778,2024-05-18,fat_capybara
Saw III,2006.0,0.5555555555555556,2024-05-20,fat_capybara
Late Night with the Devil,2023.0,0.6666666666666666,2024-05-22,fat_capybara
Spiral: From the Book of Saw,2021.0,0.0,2024-05-28,fat_capybara
Smiling Friends,2020.0,1.0,2024-05-30,fat_capybara
The Smiling Friends Go to Brazil!,2022.0,1.0,2024-05-30,fat_capybara
Dick Tracy,1990.0,0.6666666666666666,2024-05-30,fat_capybara
Cecil B. Demented,2000.0,0.7777777777777778,2024-05-31,fat_capybara
The Lair of the White Worm,1988.0,0.7777777777777778,2024-06-03,fat_capybara
My Mother Likes Women,2002.0,0.6666666666666666,2024-06-05,fat_capybara
Hairspray,1988.0,0.8888888888888888,2024-06-10,fat_capybara
I Saw the TV Glow,2024.0,0.7777777777777778,2024-06-17,fat_capybara
The Coffee Table,2022.0,0.5555555555555556,2024-07-01,fat_capybara
"Excuse Me Darling, But Lucas Loved Me",1997.0,1.0,2024-07-04,fat_capybara
Dicks: The Musical,2023.0,0.6666666666666666,2024-07-04,fat_capybara
Romy and Michele's High School Reunion,1997.0,0.7777777777777778,2024-07-06,fat_capybara
Popeye,1980.0,0.3333333333333333,2024-07-13,fat_capybara
The Hunt,2020.0,0.5555555555555556,2024-07-19,fat_capybara
Deadpool & Wolverine,2024.0,0.6666666666666666,2024-07-27,fat_capybara
MaXXXine,2024.0,0.5555555555555556,2024-08-08,fat_capybara
Carol,2015.0,0.8888888888888888,2024-08-08,fat_capybara
Dog Day Afternoon,1975.0,0.7777777777777778,2024-08-08,fat_capybara
Harold and Maude,1971.0,0.7777777777777778,2024-08-08,fat_capybara
Blazing Saddles,1974.0,0.5555555555555556,2024-08-09,fat_capybara
Being John Malkovich,1999.0,0.7777777777777778,2024-08-12,fat_capybara
Pink Flamingos,1972.0,0.7777777777777778,2024-08-12,fat_capybara
Fargo,1996.0,0.7777777777777778,2024-08-14,fat_capybara
The Hunger Games: The Ballad of Songbirds & Snakes,2023.0,0.6666666666666666,2024-08-16,fat_capybara
Harry Potter and the Order of the Phoenix,2007.0,0.5555555555555556,2024-08-17,fat_capybara
The Hunger Games: Catching Fire,2013.0,0.8888888888888888,2024-08-17,fat_capybara
The Shining,1980.0,0.7777777777777778,2024-08-28,fat_capybara
Secretary,2002.0,0.5555555555555556,2024-08-29,fat_capybara
Death Becomes Her,1992.0,0.7777777777777778,2024-08-29,fat_capybara
This Is Spinal Tap,1984.0,0.6666666666666666,2024-08-31,fat_capybara
Zodiac,2007.0,1.0,2024-09-01,fat_capybara
Beyond the Infinite Two Minutes,2020.0,0.6666666666666666,2024-09-02,fat_capybara
Abigail,2024.0,0.6666666666666666,2024-09-03,fat_capybara
Beetlejuice Beetlejuice,2024.0,0.6666666666666666,2024-09-07,fat_capybara
Inherent Vice,2014.0,0.6666666666666666,2024-09-30,fat_capybara
Crash,1996.0,0.7777777777777778,2024-10-01,fat_capybara
The Substance,2024.0,1.0,2024-10-11,fat_capybara
Cure,1997.0,0.5555555555555556,2024-10-13,fat_capybara
Halloween,1978.0,0.5555555555555556,2024-10-23,fat_capybara
Woman of the Hour,2023.0,0.7777777777777778,2024-10-23,fat_capybara
Revenge,2017.0,0.7777777777777778,2024-10-24,fat_capybara
Uzumaki,2024.0,0.3333333333333333,2024-10-28,fat_capybara
The Sixth Sense,1999.0,0.6666666666666666,2024-11-13,fat_capybara
Saturday Night,2024.0,0.5555555555555556,2024-11-15,fat_capybara
The Haunting,1963.0,0.6666666666666666,2024-11-15,fat_capybara
Brand New Cherry Flavor,2021.0,0.7777777777777778,2024-11-20,fat_capybara
Garth Marenghi's Darkplace,2004.0,0.7777777777777778,2024-11-21,fat_capybara
It's What's Inside,2024.0,1.0,2024-11-22,fat_capybara
Creep 2,2017.0,0.7777777777777778,2024-11-25,fat_capybara
Smile 2,2024.0,0.6666666666666666,2024-11-25,fat_capybara
Creep,2014.0,0.6666666666666666,2024-11-25,fat_capybara
Meet the Feebles,1989.0,0.5555555555555556,2024-11-29,fat_capybara
The Devil's Backbone,2001.0,0.7777777777777778,2024-12-06,fat_capybara
Going Postal,2010.0,0.3333333333333333,2024-12-16,fat_capybara
The Private Life of Sherlock Holmes,1970.0,0.6666666666666666,2024-12-19,fat_capybara
Sherlock Holmes,2009.0,0.5555555555555556,2024-12-19,fat_capybara
Sherlock Holmes: A Game of Shadows,2011.0,0.6666666666666666,2024-12-19,fat_capybara
True Stories,1986.0,0.8888888888888888,2024-12-21,fat_capybara
Sherlock: A Study in Pink,2010.0,0.4444444444444444,2024-12-22,fat_capybara
When Evil Lurks,2023.0,0.6666666666666666,2024-12-25,fat_capybara
The Great Mouse Detective,1986.0,0.7777777777777778,2024-12-25,fat_capybara
The Creep Tapes,2024.0,0.7777777777777778,2024-12-25,fat_capybara
Nosferatu,2024.0,0.7777777777777778,2024-12-27,fat_capybara
Pee-wee's Big Adventure,1985.0,0.7777777777777778,2024-12-30,fat_capybara
Deadpool 2,2018.0,0.6666666666666666,2025-01-13,fat_capybara
What We Do in the Shadows,2014.0,0.8888888888888888,2025-01-13,fat_capybara
Women on the Verge of a Nervous Breakdown,1988.0,0.7777777777777778,2025-01-14,fat_capybara
High Heels,1991.0,0.7777777777777778,2025-01-14,fat_capybara
Rope,1948.0,0.7777777777777778,2025-01-15,fat_capybara
Challengers,2024.0,1.0,2025-01-18,fat_capybara
In the Mouth of Madness,1994.0,0.6666666666666666,2025-01-19,fat_capybara
SLC Punk,1998.0,0.6666666666666666,2025-01-19,fat_capybara
Your Monster,2024.0,0.6666666666666666,2025-01-19,fat_capybara
A Real Pain,2024.0,0.7777777777777778,2025-01-23,fat_capybara
Dark Habits,1983.0,0.5555555555555556,2025-01-28,fat_capybara
"The Adventures of Priscilla, Queen of the Desert",1994.0,0.7777777777777778,2025-02-01,fat_capybara
Phantom of the Paradise,1974.0,0.7777777777777778,2025-02-01,fat_capybara
The Wicker Man,1973.0,0.6666666666666666,2025-02-01,fat_capybara
Sherlock: The Blind Banker,2010.0,0.2222222222222222,2025-02-01,fat_capybara
Cabaret,1972.0,0.7777777777777778,2025-02-01,fat_capybara
Repo! The Genetic Opera,2008.0,0.4444444444444444,2025-02-02,fat_capybara
Companion,2025.0,0.5555555555555556,2025-02-02,fat_capybara
Plan 9 from Outer Space,1957.0,0.3333333333333333,2025-02-03,fat_capybara
The Fly,1986.0,0.8888888888888888,2025-02-07,fat_capybara
Event Horizon,1997.0,0.5555555555555556,2025-02-09,fat_capybara
Hellraiser,1987.0,0.6666666666666666,2025-02-10,fat_capybara
Fallen Leaves,2023.0,0.8888888888888888,2025-02-16,fat_capybara
Gremlins 2: The New Batch,1990.0,0.8888888888888888,2025-02-16,fat_capybara
Asteroid City,2023.0,0.8888888888888888,2025-02-16,fat_capybara
You People,2023.0,0.1111111111111111,2025-02-17,fat_capybara
Frankenhooker,1990.0,0.8888888888888888,2025-02-19,fat_capybara
Invasion of the Body Snatchers,1978.0,0.8888888888888888,2025-02-21,fat_capybara
The Monkey,2025.0,0.6666666666666666,2025-02-24,fat_capybara
Coherence,2013.0,0.7777777777777778,2025-02-26,fat_capybara
The Toxic Avenger,1984.0,0.8888888888888888,2025-02-27,fat_capybara
Space Chimps,2008.0,0.0,2025-02-28,fat_capybara
Cloverfield,2008.0,0.2222222222222222,2025-03-04,fat_capybara
Queer,2024.0,0.6666666666666666,2025-03-04,fat_capybara
Death Karate in Torremolinos,2003.0,0.2222222222222222,2025-03-05,fat_capybara
Mickey 17,2025.0,0.7777777777777778,2025-03-08,fat_capybara
Blue Velvet,1986.0,0.6666666666666666,2025-03-09,fat_capybara
Zero Effect,1998.0,0.1111111111111111,2025-03-14,fat_capybara
Ali G Indahouse,2002.0,0.4444444444444444,2025-03-16,fat_capybara
Horror Express,1972.0,0.5555555555555556,2025-03-20,fat_capybara
Stranger Than Fiction,2006.0,0.7777777777777778,2025-03-26,fat_capybara
Borderline,2025.0,0.5555555555555556,2025-03-26,fat_capybara
Adolescence,2025.0,0.7777777777777778,2025-03-27,fat_capybara
Ice Cream Man,1995.0,0.4444444444444444,2025-03-27,fat_capybara
The Twelve Tasks of Asterix,1976.0,1.0,2025-03-28,fat_capybara
The Adventures of Tintin,2011.0,0.7777777777777778,2025-03-28,fat_capybara
Eternal Sunshine of the Spotless Mind,2004.0,0.7777777777777778,2025-03-30,fat_capybara
Renfield,2023.0,0.3333333333333333,2025-04-02,fat_capybara
"Paris, Texas",1984.0,0.7777777777777778,2025-04-04,fat_capybara
Waltz with Bashir,2008.0,0.0,2025-04-08,fat_capybara
Best in Show,2000.0,0.8888888888888888,2025-04-09,fat_capybara
The VelociPastor,2017.0,0.8888888888888888,2025-04-14,fat_capybara
Bad Taste,1987.0,0.6666666666666666,2025-04-16,fat_capybara
The Stepford Wives,1975.0,1.0,2025-04-17,fat_capybara
Time Bandits,1981.0,0.6666666666666666,2025-04-18,fat_capybara
Monty Python's The Meaning of Life,1983.0,0.7777777777777778,2025-04-18,fat_capybara
The Graduate,1967.0,0.6666666666666666,2025-04-19,fat_capybara
All That Jazz,1979.0,1.0,2025-04-19,fat_capybara
Wicked,2024.0,0.6666666666666666,2025-04-19,fat_capybara
Cat Soup,2001.0,0.7777777777777778,2025-04-20,fat_capybara
Love Is the Devil: Study for a Portrait of Francis Bacon,1998.0,0.6666666666666666,2025-04-28,fat_capybara
Drive-Away Dolls,2024.0,0.7777777777777778,2025-05-07,fat_capybara
Popstar: Never Stop Never Stopping,2016.0,0.7777777777777778,2025-05-07,fat_capybara
Forgotten Silver,1995.0,0.5555555555555556,2025-05-07,fat_capybara
Cry-Baby,1990.0,0.7777777777777778,2025-05-08,fat_capybara
The Muppets,2011.0,0.7777777777777778,2025-05-10,fat_capybara
Monty Python and the Holy Grail,1975.0,0.7777777777777778,2025-05-10,fat_capybara
The Birdcage,1996.0,1.0,2025-05-11,fat_capybara
The Pirates of Penzance,1983.0,0.6666666666666666,2025-05-11,fat_capybara
Kajillionaire,2020.0,1.0,2025-05-12,fat_capybara
Brokeback Mountain,2005.0,1.0,2025-05-13,fat_capybara
Humanist Vampire Seeking Consenting Suicidal Person,2023.0,0.6666666666666666,2025-05-13,fat_capybara
The Vanishing,1988.0,0.6666666666666666,2025-05-13,fat_capybara
"Terror, Sisters!",2019.0,0.6666666666666666,2025-05-17,fat_capybara
Multiple Maniacs,1970.0,0.8888888888888888,2025-05-17,fat_capybara
Pride and Prejudice,1995.0,0.7777777777777778,2025-05-21,fat_capybara
Brain Damage,1988.0,0.8888888888888888,2025-05-21,fat_capybara
The Master Blackmailer,1992.0,0.6666666666666666,2025-05-23,fat_capybara
Sherlock: The Reichenbach Fall,2012.0,0.5555555555555556,2025-05-23,fat_capybara
The Eligible Bachelor,1993.0,0.6666666666666666,2025-05-23,fat_capybara
Audition,1999.0,0.6666666666666666,2025-05-24,fat_capybara
Tremors,1990.0,0.6666666666666666,2025-05-24,fat_capybara
Deep Red,1975.0,0.6666666666666666,2025-05-25,fat_capybara
Lilo & Stitch,2025.0,0.1111111111111111,2025-05-26,fat_capybara
Longlegs,2024.0,0.6666666666666666,2025-05-29,fat_capybara
The Super Mario Bros. Movie,2023.0,0.6666666666666666,2025-05-29,fat_capybara
Seconds,1966.0,0.6666666666666666,2025-05-30,fat_capybara
The Skeleton of Mrs. Morales,1960.0,0.5555555555555556,2025-05-30,fat_capybara
Mountainhead,2025.0,0.4444444444444444,2025-06-03,fat_capybara
Saving Face,2004.0,0.8888888888888888,2025-06-04,fat_capybara
The Phoenician Scheme,2025.0,0.8888888888888888,2025-06-05,fat_capybara
Suspiria,1977.0,0.7777777777777778,2025-06-09,fat_capybara
Suspiria,2018.0,0.7777777777777778,2025-06-09,fat_capybara
Stopmotion,2023.0,0.5555555555555556,2025-06-09,fat_capybara
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985.0,0.3333333333333333,2025-06-09,fat_capybara
Ginger Snaps,2000.0,1.0,2025-06-12,fat_capybara
Ginger Snaps 2: Unleashed,2004.0,0.8888888888888888,2025-06-12,fat_capybara
Anora,2024.0,0.6666666666666666,2025-06-12,fat_capybara
Baby Driver,2017.0,0.6666666666666666,2025-06-12,fat_capybara
Nope,2022.0,0.8888888888888888,2025-06-12,fat_capybara
Deadpool,2016.0,0.6666666666666666,2025-06-12,fat_capybara
Bottoms,2023.0,0.8888888888888888,2025-06-12,fat_capybara
The Lobster,2015.0,0.6666666666666666,2025-06-12,fat_capybara
It Chapter Two,2019.0,0.6666666666666666,2025-06-12,fat_capybara
Elemental,2023.0,0.6666666666666666,2025-06-12,fat_capybara
Possession,1981.0,0.6666666666666666,2025-06-12,fat_capybara
The Hunger,1983.0,0.7777777777777778,2025-06-12,fat_capybara
Lunatics: A Love Story,1991.0,0.5555555555555556,2025-06-14,fat_capybara
20 Centimeters,2005.0,0.6666666666666666,2025-06-14,fat_capybara
Tropic Thunder,2008.0,0.2222222222222222,2025-06-15,fat_capybara
It,1990.0,0.7777777777777778,2025-06-15,fat_capybara
House,1977.0,1.0,2025-06-16,fat_capybara
Parting Glances,1986.0,0.8888888888888888,2025-06-17,fat_capybara
Marcel the Shell with Shoes On,2021.0,1.0,2025-06-19,fat_capybara
The Skeleton Twins,2014.0,0.5555555555555556,2025-06-20,fat_capybara
Scary Movie,2000.0,0.4444444444444444,2025-06-21,fat_capybara
Scary Movie 2,2001.0,0.1111111111111111,2025-06-21,fat_capybara
The Watermelon Woman,1996.0,0.7777777777777778,2025-06-23,fat_capybara
Fade to Black,1980.0,0.6666666666666666,2025-06-23,fat_capybara
May,2002.0,0.6666666666666666,2025-06-23,fat_capybara
Paul,2011.0,0.6666666666666666,2025-06-24,fat_capybara
Bridesmaids,2011.0,0.5555555555555556,2025-06-24,fat_capybara
Beau Is Afraid,2023.0,0.8888888888888888,2025-06-25,fat_capybara
Trainwreck,2015.0,0.2222222222222222,2025-06-26,fat_capybara
Call Me by Your Name,2017.0,0.4444444444444444,2025-06-27,fat_capybara
Django Unchained,2012.0,0.7777777777777778,2025-06-27,fat_capybara
Spider-Man: No Way Home,2021.0,0.7777777777777778,2025-06-29,fat_capybara
Punch-Drunk Love,2002.0,0.7777777777777778,2025-06-30,fat_capybara
Breaking Away,1979.0,0.8888888888888888,2025-06-30,fat_capybara
